date,open,low,high,close,volume
2023-05-08 11:00:00,154.4,154.0001,154.58,154.0001,124899
2023-05-08 10:00:00,153.58,153.47,154.48,154.355,311238
2023-05-05 16:00:00,152.65,152.65,152.65,152.65,78527
2023-05-05 15:00:00,152.84,152.34,153.18,152.65,530346
2023-05-05 14:00:00,152.24,152.22,153.1,152.8649,220777
2023-05-05 13:00:00,152.08,151.89,152.387,152.21,152550
2023-05-05 12:00:00,151.7,151.37,152.17,151.99,158694
2023-05-05 11:00:00,152.25,151.56,152.57,151.73,179685
2023-05-05 10:00:00,152.43,151.84,152.96,152.135,287370
2023-05-04 16:00:00,148.81,148.5,148.93,148.54,89587
2023-05-04 15:00:00,147.83,147.56,148.91,148.81,1102641
2023-05-04 14:00:00,148.165,147.48,148.22,147.82,293561
2023-05-04 13:00:00,148.04,147.63,148.26,148.16,346613
2023-05-04 12:00:00,147.76,147.4,148.4,148.05,334819
2023-05-04 11:00:00,147.8,147.53,148.505,147.71,505367
2023-05-04 10:00:00,149.58,147.67,149.6,147.78,578382
2023-05-03 16:00:00,152.21,151.25,152.6,151.25,110575
2023-05-03 15:00:00,153.68,151.84,154.11,152.21,868941
2023-05-03 14:00:00,154.4,152.8718,154.98,153.71,297004
2023-05-03 13:00:00,154.545,154.22,154.68,154.47,176381
2023-05-03 12:00:00,153.95,153.84,154.66,154.56,252504
2023-05-03 11:00:00,153.435,152.995,154.09,154.0,191907
2023-05-03 10:00:00,153.53,153.14,154.07,153.41,274020
2023-05-02 16:00:00,153.25,153.25,153.36,153.36,40376
2023-05-02 15:00:00,152.29,151.91,153.36,153.26,1614995
2023-05-02 14:00:00,153.62,151.91,153.62,152.305,577890
2023-05-02 13:00:00,152.6,152.36,153.63,153.597,359135
2023-05-02 12:00:00,152.765,151.96,152.89,152.62,464842
2023-05-02 11:00:00,153.569,152.7,153.99,152.77,549438
2023-05-02 10:00:00,157.24,153.6,157.39,153.615,599560
2023-05-01 16:00:00,159.32,159.32,159.32,159.32,71486
2023-05-01 15:00:00,159.21,158.68,159.49,159.31,495641
2023-05-01 14:00:00,159.5,158.83,159.7,159.215,163766
2023-05-01 13:00:00,160.2614,159.2587,160.32,159.465,176981
2023-05-01 12:00:00,159.79,159.78,160.76,160.25,136607
2023-05-01 11:00:00,160.9,159.42,160.96,159.75,163772
2023-05-01 10:00:00,160.61,160.28,161.1254,160.89,171570
2023-04-28 16:00:00,161.25,161.25,161.34,161.34,111501
2023-04-28 15:00:00,160.58,160.56,161.38,161.37,696586
2023-04-28 14:00:00,160.34,160.01,160.62,160.56,203980
2023-04-28 13:00:00,160.63,160.28,160.73,160.29,126159
2023-04-28 12:00:00,160.24,159.97,160.67,160.625,118167
2023-04-28 11:00:00,159.55,158.985,160.31,160.1949,177678
2023-04-28 10:00:00,158.8,158.75,160.69,159.72,247590
2023-04-27 16:00:00,158.5,157.99,158.5,158.0,141944
2023-04-27 15:00:00,158.37,158.29,158.7,158.46,462355
2023-04-27 14:00:00,158.215,158.07,158.58,158.4,191779
2023-04-27 13:00:00,157.47,157.23,158.32,158.24,209051
2023-04-27 12:00:00,156.645,156.645,157.45,157.42,120595
2023-04-27 11:00:00,156.66,155.91,157.05,156.585,161338
2023-04-27 10:00:00,157.21,156.51,157.84,156.64,344112
2023-04-26 16:00:00,155.72,155.0,155.72,155.54,38891
2023-04-26 15:00:00,155.685,155.08,155.85,155.71,545406
2023-04-26 14:00:00,155.885,155.39,156.105,155.685,372566
2023-04-26 13:00:00,156.16,155.77,156.28,155.885,223564
2023-04-26 12:00:00,156.35,155.96,156.74,156.15,139920
2023-04-26 11:00:00,155.68,155.665,156.36,156.32,252016
2023-04-26 10:00:00,156.57,155.59,156.96,155.71,603113
2023-04-25 16:00:00,156.12,156.12,156.969,156.969,469496
2023-04-25 15:00:00,156.57,155.965,156.68,156.13,874638
2023-04-25 14:00:00,156.7914,156.46,156.97,156.58,198810
2023-04-25 13:00:00,157.78,156.67,157.8593,156.84,230856
2023-04-25 12:00:00,157.72,157.645,158.14,157.79,204911
2023-04-25 11:00:00,157.635,157.58,157.99,157.7,208751
2023-04-25 10:00:00,157.85,157.18,158.3,157.64,392595
2023-04-24 16:00:00,160.59,160.59,160.59,160.59,133775
2023-04-24 15:00:00,160.68,160.4015,160.93,160.61,628457
2023-04-24 14:00:00,161.33,160.63,161.37,160.65,162019
2023-04-24 13:00:00,161.17,160.92,161.4,161.31,222994
2023-04-24 12:00:00,161.025,160.83,161.39,161.185,172434
2023-04-24 11:00:00,161.69,160.95,161.86,161.05,234405
2023-04-24 10:00:00,162.735,161.51,163.3299,161.66,372578
2023-04-21 16:00:00,163.78,163.04,163.78,163.78,35382
2023-04-21 15:00:00,163.62,163.34,164.0,163.8,703325
2023-04-21 14:00:00,163.57,163.261,163.74,163.61,194241
2023-04-21 13:00:00,162.575,162.225,163.595,163.535,759355
2023-04-21 12:00:00,163.15,162.39,163.3,162.59,185419
2023-04-21 11:00:00,164.105,162.5401,164.36,163.07,500659
2023-04-21 10:00:00,163.9,163.4571,164.7681,164.105,642628
2023-04-20 16:00:00,163.28,162.61,163.96,163.96,462061
2023-04-20 15:00:00,162.105,161.47,163.75,163.27,1494178
2023-04-20 14:00:00,161.7696,161.1,162.97,162.105,1047962
2023-04-20 13:00:00,161.06,161.04,162.55,161.83,865277
2023-04-20 12:00:00,160.01,159.91,161.22,161.085,617569
2023-04-20 11:00:00,160.81,158.51,160.87,160.01,748724
2023-04-20 10:00:00,158.46,158.065,162.55,160.83,2395183
2023-04-19 16:00:00,164.95,164.95,165.4999,164.9987,149611
2023-04-19 15:00:00,166.38,164.8,166.48,164.98,1335633
2023-04-19 14:00:00,165.57,165.56,166.55,166.365,412009
2023-04-19 13:00:00,165.47,165.18,165.75,165.575,283989
2023-04-19 12:00:00,164.9,164.75,165.48,165.45,292992
2023-04-19 11:00:00,164.7,164.53,165.21,164.91,273681
2023-04-19 10:00:00,164.48,163.99,164.96,164.7,331246
2023-04-18 16:00:00,164.4,164.02,164.4,164.02,42047
2023-04-18 15:00:00,164.55,164.34,164.88,164.39,641056
2023-04-18 14:00:00,164.82,164.23,164.9446,164.535,220591
2023-04-18 13:00:00,164.8,164.71,165.0487,164.84,256914
2023-04-18 12:00:00,164.06,163.96,164.91,164.8,351828
2023-04-18 11:00:00,163.59,163.4304,164.1699,164.08,185549
2023-04-18 10:00:00,163.49,163.28,164.34,163.51,207851
2023-04-17 16:00:00,163.71,163.71,163.71,163.71,72752
2023-04-17 15:00:00,162.395,162.39,163.74,163.71,622794
2023-04-17 14:00:00,162.14,161.94,162.53,162.38,197517
2023-04-17 13:00:00,162.16,161.98,162.54,162.15,198024
2023-04-17 12:00:00,162.245,161.99,162.89,162.16,224116
2023-04-17 11:00:00,161.66,161.25,162.34,162.19,220701
2023-04-17 10:00:00,161.98,161.5178,162.23,161.64,241923
2023-04-14 16:00:00,163.34,163.22,163.72,163.5,59498
2023-04-14 15:00:00,162.68,162.2,163.35,163.24,650291
2023-04-14 14:00:00,162.26,162.1312,162.9,162.69,213395
2023-04-14 13:00:00,161.89,161.84,162.66,162.25,298108
2023-04-14 12:00:00,162.6825,161.46,162.77,161.86,252458
2023-04-14 11:00:00,162.69,162.2475,162.95,162.735,237961
2023-04-14 10:00:00,164.51,162.41,164.7,162.71,285856
2023-04-13 16:00:00,162.48,162.3,162.48,162.3,41029
2023-04-13 15:00:00,161.76,161.7001,162.42,162.29,780983
2023-04-13 14:00:00,161.74,161.65,162.0,161.76,188702
2023-04-13 13:00:00,161.59,161.44,162.09,161.775,288858
2023-04-13 12:00:00,161.055,161.03,161.59,161.58,204528
2023-04-13 11:00:00,160.93,160.6864,161.5,161.03,281074
2023-04-13 10:00:00,159.96,159.655,161.1364,160.88,383997
2023-04-12 16:00:00,159.29,159.29,159.32,159.32,425312
2023-04-12 15:00:00,159.67,158.8651,159.82,159.32,734654
2023-04-12 14:00:00,160.63,159.46,161.17,159.68,260290
2023-04-12 13:00:00,160.89,160.56,161.22,160.64,156785
2023-04-12 12:00:00,160.42,160.27,161.15,160.88,174891
2023-04-12 11:00:00,160.07,159.4,160.42,160.42,259650
2023-04-12 10:00:00,161.655,160.0,162.19,160.1,342698
2023-04-11 16:00:00,161.83,161.83,161.83,161.83,389503
2023-04-11 15:00:00,162.13,161.54,162.58,161.84,573040
2023-04-11 14:00:00,161.7,161.6,162.295,162.14,160942
2023-04-11 13:00:00,161.565,161.425,161.92,161.68,141244
2023-04-11 12:00:00,161.65,161.26,162.11,161.5,158581
2023-04-11 11:00:00,160.56,160.35,161.66,161.64,219629
2023-04-11 10:00:00,160.58,160.315,161.37,160.535,250107
2023-04-10 16:00:00,161.14,161.14,161.15,161.14,254610
2023-04-10 15:00:00,160.74,160.57,161.17,161.14,540543
2023-04-10 14:00:00,160.37,160.19,160.74,160.72,127617
2023-04-10 13:00:00,160.3,160.29,160.75,160.41,236313
2023-04-10 12:00:00,159.56,159.52,160.36,160.3001,163054
2023-04-10 11:00:00,159.775,159.6,160.57,159.6,250270
2023-04-10 10:00:00,159.46,159.18,160.09,159.75,229683
2023-04-06 16:00:00,158.83,158.83,158.85,158.83,73291
2023-04-06 15:00:00,159.05,158.23,159.2175,158.83,1160994
2023-04-06 14:00:00,159.45,159.04,159.53,159.04,347906
2023-04-06 13:00:00,159.68,159.49,159.9921,159.49,220270
2023-04-06 12:00:00,159.82,159.61,160.37,159.66,392103
2023-04-06 11:00:00,159.235,159.17,159.91,159.76,323907
2023-04-06 10:00:00,160.3,159.0,160.625,159.24,439291
2023-04-05 16:00:00,161.26,161.08,162.34,161.11,137540
2023-04-05 15:00:00,161.06,160.81,161.37,161.08,470848
2023-04-05 14:00:00,161.2,160.81,161.5499,161.1,179721
2023-04-05 13:00:00,160.51,160.485,161.33,161.19,206337
2023-04-05 12:00:00,161.13,160.32,161.1499,160.52,160694
2023-04-05 11:00:00,160.61,160.53,161.29,161.15,276001
2023-04-05 10:00:00,161.26,160.35,161.43,160.62,363181
2023-04-04 16:00:00,162.55,161.28,162.88,162.88,48540
2023-04-04 15:00:00,161.55,161.4,162.61,162.56,512751
2023-04-04 14:00:00,161.62,161.23,161.84,161.605,181015
2023-04-04 13:00:00,161.19,161.15,161.96,161.64,143963
2023-04-04 12:00:00,161.21,160.83,161.63,161.3127,146660
2023-04-04 11:00:00,161.74,161.19,162.21,161.24,225590
2023-04-04 10:00:00,163.39,161.69,163.84,161.75,281015
2023-04-03 16:00:00,163.78,163.78,163.78,163.78,161918
2023-04-03 15:00:00,163.61,163.42,163.93,163.73,451777
2023-04-03 14:00:00,163.33,163.255,163.78,163.61,159185
2023-04-03 13:00:00,163.855,163.19,164.045,163.355,151628
2023-04-03 12:00:00,163.41,163.295,164.28,163.95,265598
2023-04-03 11:00:00,163.08,162.68,163.49,163.47,253370
2023-04-03 10:00:00,164.8,163.03,165.06,163.04,273956
2023-03-31 16:00:00,165.08,164.6,165.08,164.9,210900
2023-03-31 15:00:00,163.23,163.2131,165.08,164.93,915830
2023-03-31 14:00:00,163.425,163.15,163.67,163.22,210414
2023-03-31 13:00:00,163.03,163.0,163.48,163.43,250069
2023-03-31 12:00:00,163.225,162.91,163.55,162.99,178054
2023-03-31 11:00:00,162.73,162.67,163.72,163.25,478996
2023-03-31 10:00:00,162.0,161.95,162.8999,162.765,348397
2023-03-30 16:00:00,161.81,161.81,162.9,162.9,622216
2023-03-30 15:00:00,162.39,162.2789,162.75,162.42,465651
2023-03-30 14:00:00,162.365,162.22,162.59,162.39,198092
2023-03-30 13:00:00,161.91,161.81,162.46,162.365,227407
2023-03-30 12:00:00,162.865,161.92,162.87,161.92,207171
2023-03-30 11:00:00,163.17,162.64,163.41,162.88,216067
2023-03-30 10:00:00,164.33,163.145,164.4,163.18,216987
2023-03-29 16:00:00,163.59,163.0907,163.59,163.0907,941022
2023-03-29 15:00:00,163.09,162.85,164.1871,163.6,754304
2023-03-29 14:00:00,162.985,162.86,163.305,163.08,267540
2023-03-29 13:00:00,163.515,162.8391,163.515,162.99,278633
2023-03-29 12:00:00,162.89,162.66,163.89,163.53,348681
2023-03-29 11:00:00,161.605,161.53,162.94,162.905,356009
2023-03-29 10:00:00,161.69,161.35,162.44,161.5412,318969
2023-03-28 16:00:00,159.21,159.21,159.21,159.21,122289
2023-03-28 15:00:00,158.96,158.19,159.4,159.21,1375894
2023-03-28 14:00:00,159.08,158.855,159.55,158.95,622685
2023-03-28 13:00:00,160.22,158.9301,160.24,159.09,500034
2023-03-28 12:00:00,161.04,160.05,161.4,160.205,324905
2023-03-28 11:00:00,160.98,160.76,161.37,161.02,426332
2023-03-28 10:00:00,161.61,160.935,162.5199,160.97,662721
2023-03-27 16:00:00,163.12,163.12,163.12,163.12,191058
2023-03-27 15:00:00,163.66,162.78,163.739,163.13,790058
2023-03-27 14:00:00,162.9,162.59,163.65,163.63,294054
2023-03-27 13:00:00,162.88,162.546,163.185,162.9,211213
2023-03-27 12:00:00,162.35,162.1,163.04,162.835,369012
