date,open,low,high,close,volume
2023-05-08 11:00:00,105.81,105.405,105.88,105.43,2439224
2023-05-08 10:00:00,105.19,105.0,105.98,105.8,7678871
2023-05-05 16:00:00,105.65,105.42,105.75,105.49,2224077
2023-05-05 15:00:00,105.595,105.23,105.715,105.65,9485922
2023-05-05 14:00:00,105.52,105.15,105.75,105.595,5236991
2023-05-05 13:00:00,105.23,105.11,105.76,105.52,5963915
2023-05-05 12:00:00,104.82,104.69,105.225,105.2222,4554241
2023-05-05 11:00:00,105.17,104.77,105.35,104.815,5725200
2023-05-05 10:00:00,103.89,103.83,105.38,105.16,9884347
2023-05-04 16:00:00,104.0,103.75,104.3,103.9,1608167
2023-05-04 15:00:00,104.155,103.89,104.39,103.995,6166362
2023-05-04 14:00:00,104.54,103.98,104.585,104.155,3698218
2023-05-04 13:00:00,104.4316,104.28,104.82,104.54,4642494
2023-05-04 12:00:00,104.3,104.07,104.64,104.4301,3905012
2023-05-04 11:00:00,104.08,104.02,104.94,104.3099,5505220
2023-05-04 10:00:00,104.37,103.3117,104.678,104.0822,8011583
2023-05-03 16:00:00,103.65,103.25,103.93,103.39,730761
2023-05-03 15:00:00,105.03,103.28,105.24,103.655,11942255
2023-05-03 14:00:00,104.7899,104.38,105.74,105.0,10930456
2023-05-03 13:00:00,105.17,104.67,105.18,104.79,5310778
2023-05-03 12:00:00,104.995,104.78,105.32,105.16,5088201
2023-05-03 11:00:00,104.5761,104.37,105.1,104.99,6468409
2023-05-03 10:00:00,105.67,104.57,105.96,104.5701,10668269
2023-05-02 16:00:00,103.64,103.2,103.83,103.36,897783
2023-05-02 15:00:00,103.8,103.5,103.9,103.67,10542278
2023-05-02 14:00:00,103.54,103.0801,103.82,103.8,6453914
2023-05-02 13:00:00,102.775,102.765,103.839,103.54,8263533
2023-05-02 12:00:00,102.5,102.37,103.06,102.78,6147410
2023-05-02 11:00:00,102.57,102.11,103.105,102.5001,8595902
2023-05-02 10:00:00,103.14,102.5,103.79,102.579,15591545
2023-05-01 16:00:00,102.05,101.22,102.2695,101.34,2497616
2023-05-01 15:00:00,102.51,101.82,102.54,102.05,12466243
2023-05-01 14:00:00,102.77,102.165,102.85,102.51,6687760
2023-05-01 13:00:00,102.975,102.68,103.05,102.7702,4790154
2023-05-01 12:00:00,102.775,102.69,103.24,102.9799,6420777
2023-05-01 11:00:00,103.539,102.2,103.61,102.775,11664086
2023-05-01 10:00:00,104.55,103.01,104.55,103.5305,13788779
2023-04-28 16:00:00,105.45,105.0,105.88,105.26,3479706
2023-04-28 15:00:00,106.07,105.125,106.3,105.48,16931456
2023-04-28 14:00:00,105.81,105.68,106.17,106.07,8776307
2023-04-28 13:00:00,106.23,105.5,106.42,105.81,8739417
2023-04-28 12:00:00,105.525,105.3,106.2511,106.23,9717664
2023-04-28 11:00:00,105.05,104.8,107.53,105.525,12865950
2023-04-28 10:00:00,105.38,104.84,106.87,105.05,28648896
2023-04-27 16:00:00,109.82,108.68,123.0,116.96,21976187
2023-04-27 15:00:00,110.045,109.46,110.1979,109.71,22845579
2023-04-27 14:00:00,110.18,109.52,110.63,110.04,12865409
2023-04-27 13:00:00,109.98,108.08,110.86,110.175,10995455
2023-04-27 12:00:00,109.04,109.0367,110.2,109.97,12451624
2023-04-27 11:00:00,108.82,108.69,109.6,109.0386,11453596
2023-04-27 10:00:00,107.595,107.302,109.66,108.8194,16682566
2023-04-26 16:00:00,104.98,104.9,106.97,106.42,3014128
2023-04-26 15:00:00,105.31,104.855,105.33,104.94,10535072
2023-04-26 14:00:00,105.99,105.26,106.06,105.3,5865760
2023-04-26 13:00:00,105.79,105.55,106.03,105.99,5364225
2023-04-26 12:00:00,106.52,105.6591,106.62,105.795,6239026
2023-04-26 11:00:00,105.23,105.185,106.55,106.51,8824022
2023-04-26 10:00:00,105.98,104.9,106.44,105.22,12112070
2023-04-25 16:00:00,102.57,102.55,105.15,104.92,3227912
2023-04-25 15:00:00,102.865,102.45,104.19,102.59,10818664
2023-04-25 14:00:00,103.315,102.5,103.45,102.8616,8295464
2023-04-25 13:00:00,104.195,103.305,104.42,103.31,6108911
2023-04-25 12:00:00,103.785,103.7845,104.28,104.1999,4494357
2023-04-25 11:00:00,103.97,103.7,104.42,103.7899,5994506
2023-04-25 10:00:00,104.57,103.845,104.97,103.9501,8761182
2023-04-24 16:00:00,106.21,105.94,106.22,106.06,1899536
2023-04-24 15:00:00,106.08,106.02,106.3101,106.22,7560337
2023-04-24 14:00:00,106.27,105.675,106.53,106.08,5669046
2023-04-24 13:00:00,106.005,105.8,106.4,106.27,4911015
2023-04-24 12:00:00,105.4799,105.44,106.195,106.0,6877601
2023-04-24 11:00:00,106.15,105.07,106.26,105.48,9554145
2023-04-24 10:00:00,108.23,105.94,108.29,106.15,16029766
2023-04-21 16:00:00,106.96,106.83,107.17,106.98,1786956
2023-04-21 15:00:00,107.5599,106.75,107.67,106.97,13186043
2023-04-21 14:00:00,107.75,107.525,108.15,107.5561,8546351
2023-04-21 13:00:00,107.31,107.22,107.99,107.74,8988300
2023-04-21 12:00:00,107.21,106.84,107.52,107.31,8175280
2023-04-21 11:00:00,106.3,106.25,107.46,107.2085,13378588
2023-04-21 10:00:00,105.33,105.08,106.32,106.295,12977143
2023-04-20 16:00:00,103.81,103.79,104.1,103.8307,2028448
2023-04-20 15:00:00,103.74,103.21,104.01,103.79,8918384
2023-04-20 14:00:00,104.3281,103.455,104.44,103.74,7018527
2023-04-20 13:00:00,104.22,104.17,104.7,104.345,5133946
2023-04-20 12:00:00,104.19,103.88,104.405,104.21,4471365
2023-04-20 11:00:00,104.06,103.65,104.36,104.1885,6691457
2023-04-20 10:00:00,105.1,104.0,105.25,104.06,8926641
2023-04-19 16:00:00,104.3,104.05,104.35,104.15,1652151
2023-04-19 15:00:00,104.8499,104.21,105.06,104.325,8510788
2023-04-19 14:00:00,104.97,104.57,105.12,104.848,5065804
2023-04-19 13:00:00,104.35,104.25,105.09,104.965,6971573
2023-04-19 12:00:00,104.08,103.84,104.87,104.35,8305304
2023-04-19 11:00:00,102.835,102.835,104.2,104.07,9948758
2023-04-19 10:00:00,102.88,102.16,103.26,102.835,7046201
2023-04-18 16:00:00,102.3,101.6,102.45,102.1794,1436538
2023-04-18 15:00:00,101.72,101.7,102.49,102.33,7817973
2023-04-18 14:00:00,102.0087,101.52,102.17,101.71,4128445
2023-04-18 13:00:00,102.1494,101.94,102.43,102.0099,3211899
2023-04-18 12:00:00,102.03,101.9685,102.505,102.14,3240017
2023-04-18 11:00:00,101.825,101.78,102.34,102.0317,3878088
2023-04-18 10:00:00,103.315,101.75,103.395,101.82,6423355
2023-04-17 16:00:00,102.74,102.64,102.95,102.65,1605599
2023-04-17 15:00:00,102.36,102.27,102.78,102.75,5495903
2023-04-17 14:00:00,101.945,101.88,102.38,102.35,2771080
2023-04-17 13:00:00,101.93,101.9,102.47,101.94,3542335
2023-04-17 12:00:00,102.0,101.59,102.1,101.925,3942475
2023-04-17 11:00:00,102.58,101.985,102.68,102.01,4481945
2023-04-17 10:00:00,103.3,102.17,103.57,102.57,7433968
