date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2021-03-08,514.46,518.84,492.85,493.33,493.329987,3981758,3981800,-21.13,-4.11,502.84,"March 08, 21",-0.0411
2021-03-05,511.98,517.76,498.7901,516.39,516.390015,5069973,5070000,4.41,0.86136,509.45,"March 05, 21",0.0086136
2021-03-04,521.5,531.5,507.68,511.29,511.290009,5034792,5034800,-10.21,-1.96,517.09,"March 04, 21",-0.0196
2021-03-03,545.93,548.005,517.81,520.7,520.700012,5062443,5362400,-25.23,-4.62,526.87,"March 03, 21",-0.0462
2021-03-02,553.34,556.99,546.02,547.82,547.820007,3042226,3042200,-5.52,-0.99758,550.52,"March 02, 21",-0.0099758
2021-03-01,545.5734,552.14,542.0,550.64,550.640015,3042180,3041400,5.0666,0.92867,548.57,"March 01, 21",0.0092867
2021-02-26,546.51,553.09,538.0,538.85,538.849976,3755274,3755600,-7.66,-1.4,543.81,"February 26, 21",-0.014
2021-02-25,550.27,556.48,535.75,546.7,546.700012,4252879,4252900,-3.57,-0.64877,545.36,"February 25, 21",-0.0064877
2021-02-24,539.8,556.8499,539.065,553.41,553.409973,3245038,3245000,13.61,2.52,550.53,"February 24, 21",0.0252
2021-02-23,525.0035,548.54,518.28,546.15,546.150024,4136532,4136500,21.1465,4.03,536.7,"February 23, 21",0.0403
2021-02-22,534.99,541.79,530.79,533.78,533.780029,3078594,3078600,-1.21,-0.22617,535.32,"February 22, 21",-0.0022617
2021-02-19,548.0,548.99,538.8132,540.22,540.219971,2841457,2841500,-7.78,-1.42,541.53,"February 19, 21",-0.0142
2021-02-18,549.0,550.0,538.2265,548.22,548.219971,2457604,2456200,-0.78,-0.14208,544.97,"February 18, 21",-0.0014208
2021-02-17,550.99,555.25,543.03,551.34,551.340027,2071590,2069600,0.35,0.06352202,548.98,"February 17, 21",0.0006352202
2021-02-16,557.286,563.63,552.73,557.28,557.280029,2624097,2624100,-0.006,-0.00107665,557.56,"February 16, 21",-1.07665e-05
2021-02-12,556.94,561.2499,550.85,556.52,556.52002,2197128,2197100,-0.42,-0.07541207,555.3,"February 12, 21",-0.0007541207
2021-02-11,564.442,565.93,554.22,557.59,557.590027,2728987,2730600,-6.852,-1.21,558.23,"February 11, 21",-0.0121
2021-02-10,562.5,566.65,553.463,563.59,563.590027,3991264,3991300,1.09,0.19378,560.34,"February 10, 21",0.0019378
2021-02-09,546.0,566.0,543.0,559.07,559.070007,3703499,3703500,13.07,2.39,559.01,"February 09, 21",0.0239
2021-02-08,555.0,555.0,543.7,547.92,547.919983,2791721,2791700,-7.08,-1.28,548.64,"February 08, 21",-0.0128
2021-02-05,552.26,554.44,545.4778,550.79,550.789978,2376175,2376200,-1.47,-0.26618,549.87,"February 05, 21",-0.0026618
2021-02-04,539.81,559.48,537.51,552.16,552.159973,5164537,5164500,12.35,2.29,550.02,"February 04, 21",0.0229
2021-02-03,550.17,550.48,538.243,539.45,539.450012,3172288,3172300,-10.72,-1.95,541.98,"February 03, 21",-0.0195
2021-02-02,542.01,555.48,538.935,548.16,548.159973,3765969,3767600,6.15,1.13,550.43,"February 02, 21",0.0113
2021-02-01,536.79,545.06,531.73,539.04,539.039978,3547507,3547500,2.25,0.41916,539.06,"February 01, 21",0.0041916
2021-01-29,538.0,541.0,530.18,532.39,532.390015,4325264,4325300,-5.61,-1.04,534.08,"January 29, 21",-0.0104
2021-01-28,535.88,553.1482,530.74,538.6,538.599976,5968978,5969000,2.72,0.50758,542.74,"January 28, 21",0.0050758
2021-01-27,550.71,556.4187,515.73,523.28,523.280029,8670277,8670300,-27.43,-4.98,535.89,"January 27, 21",-0.0498
2021-01-26,554.73,567.99,554.06,561.93,561.929993,5023847,5023800,7.2,1.3,562.68,"January 26, 21",0.013
2021-01-25,567.0,569.75,548.65,556.78,556.780029,7207329,7207300,-10.22,-1.8,557.78,"January 25, 21",-0.018
2021-01-22,582.1,583.99,564.35,565.17,565.169983,7541822,7550800,-16.93,-2.91,571.72,"January 22, 21",-0.0291
2021-01-21,582.45,588.75,570.4,579.84,579.840027,11840634,11802100,-2.61,-0.44811,578.33,"January 21, 21",-0.0044811
2021-01-20,565.42,593.2877,556.86,586.34,586.340027,32631330,32637500,20.92,3.7,577.33,"January 20, 21",0.037
2021-01-19,501.0,509.25,493.5427,501.77,501.769989,12308313,12315800,0.77,0.15369,523.21,"January 19, 21",0.0015369
2021-01-15,500.0,506.32,495.1,497.98,497.980011,5865788,5895800,-2.02,-0.404,499.74,"January 15, 21",-0.00404
2021-01-14,507.35,514.5,499.58,500.86,500.859985,4177357,4177400,-6.49,-1.28,503.7,"January 14, 21",-0.0128
2021-01-13,495.5012,512.3542,493.01,507.79,507.790009,5032099,5032100,12.2888,2.48,505.84,"January 13, 21",0.0248
2021-01-12,500.0,501.09,485.6701,494.25,494.25,5990425,5990400,-5.75,-1.15,491.32,"January 12, 21",-0.0115
2021-01-11,507.84,510.725,497.95,499.1,499.100006,3812720,3806200,-8.74,-1.72,502.3,"January 11, 21",-0.0172
2021-01-08,511.31,513.24,504.51,510.4,510.399994,2973949,2973900,-0.91,-0.17797,509.72,"January 08, 21",-0.0017797
2021-01-07,508.28,516.44,506.42,508.89,508.890015,3686448,3686400,0.61,0.12001,510.26,"January 07, 21",0.0012001
2021-01-06,511.97,513.0998,499.5,500.49,500.48999,5346210,5346200,-11.48,-2.24,506.55,"January 06, 21",-0.0224
2021-01-05,521.55,526.78,515.89,520.8,520.799988,3133872,3133900,-0.75,-0.1438,521.33,"January 05, 21",-0.001438
2021-01-04,539.0,540.8,515.085,522.86,522.859985,4444407,4444400,-16.14,-2.99,524.49,"January 04, 21",-0.0299
2020-12-31,525.53,545.5,523.1502,540.73,540.72998,5392322,5392300,15.2,2.89,539.13,"December 31, 20",0.0289
2020-12-30,530.13,533.2575,523.69,524.59,524.590027,1876286,1876300,-5.54,-1.05,526.37,"December 30, 20",-0.0105
2020-12-29,519.9,536.5478,515.4801,530.87,530.869995,4022358,4022400,10.97,2.11,530.27,"December 29, 20",0.0211
2020-12-28,516.43,523.66,507.13,519.12,519.119995,2891867,2891900,2.69,0.52088,516.56,"December 28, 20",0.0052088
2020-12-24,515.12,519.345,512.2104,513.97,513.969971,1143952,1144000,-1.15,-0.22325,514.71,"December 24, 20",-0.0022325
2020-12-23,524.76,526.32,514.2,514.48,514.47998,2393187,2393200,-10.28,-1.96,518.2,"December 23, 20",-0.0196
2020-12-22,527.69,530.4,520.5,527.33,527.330017,1908529,1906600,-0.36,-0.06822187,524.97,"December 22, 20",-0.0006822187
2020-12-21,530.05,532.62,521.15,528.91,528.909973,3893964,3894000,-1.14,-0.21507,527.52,"December 21, 20",-0.0021507
2020-12-18,533.2,536.37,526.02,534.45,534.450012,4502692,4502700,1.25,0.23443,532.82,"December 18, 20",0.0023443
2020-12-17,529.0,535.49,526.44,532.9,532.900024,3193377,3193400,3.9,0.73724,531.41,"December 17, 20",0.0073724
2020-12-16,520.11,527.38,517.69,524.83,524.830017,3676992,3682400,4.72,0.9075,523.23,"December 16, 20",0.009075
2020-12-15,518.5,524.7,513.56,519.78,519.780029,3398209,3394900,1.28,0.24687,518.72,"December 15, 20",0.0024687
2020-12-14,505.44,524.1603,501.18,522.42,522.419983,5770424,5770400,16.98,3.36,518.64,"December 14, 20",0.0336
2020-12-11,495.0,503.34,494.85,503.22,503.220001,3160928,3210900,8.22,1.66,499.91,"December 11, 20",0.0166
2020-12-10,494.56,503.77,492.91,501.09,501.089996,3018203,3018200,6.53,1.32,500.05,"December 10, 20",0.0132
2020-12-09,510.53,514.5,491.29,493.6,493.600006,4178768,4178800,-16.93,-3.32,498.94,"December 09, 20",-0.0332
2020-12-08,517.9,521.4909,505.55,512.66,512.659973,4228950,4229000,-5.24,-1.01,511.46,"December 08, 20",-0.0101
2020-12-07,500.01,517.76,497.77,515.78,515.780029,4289293,4289300,15.77,3.15,512.57,"December 07, 20",0.0315
2020-12-04,497.5,504.5,493.64,498.31,498.309998,3666243,3666200,0.81,0.16281,499.16,"December 04, 20",0.0016281
2020-12-03,502.99,508.77,496.04,497.52,497.519989,2826116,2826100,-5.47,-1.09,500.66,"December 03, 20",-0.0109
2020-12-02,501.62,506.795,493.5,503.38,503.380005,3028358,3028400,1.76,0.35086,501.47,"December 02, 20",0.0035086
2020-12-01,492.3404,509.47,491.9812,504.58,504.579987,5063234,5052700,12.2396,2.49,503.36,"December 01, 20",0.0249
2020-11-30,490.08,492.55,481.2678,490.7,490.700012,3530940,3530900,0.62,0.12651,488.4,"November 30, 20",0.0012651
2020-11-27,486.58,493.25,481.845,491.36,491.359985,2805762,2805800,4.78,0.98237,487.65,"November 27, 20",0.0098237
2020-11-25,485.13,486.9,478.919,485.0,485.0,3587154,3598600,-0.13,-0.02679694,483.71,"November 25, 20",-0.0002679694
2020-11-24,478.84,484.05,475.89,482.88,482.880005,3557894,3550500,4.04,0.84371,480.58,"November 24, 20",0.0084371
2020-11-23,490.46,491.15,475.84,476.62,476.619995,5416571,5416600,-13.84,-2.82,481.23,"November 23, 20",-0.0282
2020-11-20,485.22,494.76,481.57,488.24,488.23999,4255924,4253400,3.02,0.6224,488.65,"November 20, 20",0.006224
2020-11-19,482.0,487.8,480.47,484.67,484.670013,2254653,2254700,2.67,0.55394,485.01,"November 19, 20",0.0055394
2020-11-18,481.95,488.61,477.7212,481.79,481.790009,3629237,3629200,-0.16,-0.03319846,482.99,"November 18, 20",-0.0003319846
2020-11-17,480.12,487.51,479.18,480.63,480.630005,3690082,3698100,0.51,0.10622,481.81,"November 17, 20",0.0010622
2020-11-16,480.0,485.58,477.3,479.1,479.100006,3953563,3953600,-0.9,-0.1875,480.18,"November 16, 20",-0.001875
2020-11-13,486.77,488.94,477.8,482.84,482.839996,3006510,3002700,-3.93,-0.80736,482.43,"November 13, 20",-0.0080736
2020-11-12,491.0,496.52,480.4255,486.77,486.769989,5071155,5063700,-4.23,-0.86151,487.02,"November 12, 20",-0.0086151
2020-11-11,483.0,491.68,478.26,490.76,490.76001,5460532,5460500,7.76,1.61,485.9,"November 11, 20",0.0161
2020-11-10,470.95,484.6,463.41,480.24,480.23999,8306142,8306100,9.29,1.97,476.14,"November 10, 20",0.0197
2020-11-09,485.54,495.85,467.26,470.5,470.5,10409926,10419700,-15.04,-3.1,480.77,"November 09, 20",-0.031
2020-11-06,515.0,515.21,502.51,514.73,514.72998,4236349,4236300,-0.27,-0.05242718,511.21,"November 06, 20",-0.0005242718
2020-11-05,506.56,518.7337,503.45,513.76,513.76001,5372781,5372800,7.2,1.42,512.8,"November 05, 20",0.0142
2020-11-04,495.36,507.73,493.98,496.95,496.950012,5137330,5137300,1.59,0.32098,499.36,"November 04, 20",0.0032098
2020-11-03,484.93,495.305,478.76,487.22,487.220001,3689997,3690200,2.29,0.47223,489.11,"November 03, 20",0.0047223
2020-11-02,478.87,486.3,475.0,484.12,484.119995,4408193,4408200,5.25,1.1,481.94,"November 02, 20",0.011
2020-10-30,502.01,505.88,472.21,475.74,475.73999,7813897,7807900,-26.27,-5.23,481.83,"October 30, 20",-0.0523
2020-10-29,488.5,513.8999,479.34,504.21,504.209991,10930689,11120700,15.71,3.22,500.25,"October 29, 20",0.0322
2020-10-28,486.36,494.0,483.28,486.24,486.23999,5992731,5992700,-0.12,-0.02467308,488.93,"October 28, 20",-0.0002467308
2020-10-27,490.01,490.49,482.93,488.93,488.929993,3627175,3627200,-1.08,-0.2204,486.44,"October 27, 20",-0.002204
2020-10-26,487.025,496.82,478.9,488.24,488.23999,6086087,6186100,1.215,0.24947,486.73,"October 26, 20",0.0024947
2020-10-23,488.11,490.06,481.35,488.28,488.279999,4927862,4927900,0.17,0.03482821,486.05,"October 23, 20",0.0003482821
2020-10-22,494.69,495.14,482.0,485.23,485.230011,6979682,6997900,-9.46,-1.91,485.99,"October 22, 20",-0.0191
2020-10-21,501.03,506.85,488.25,489.05,489.049988,17339708,17405700,-11.98,-2.39,494.66,"October 21, 20",-0.0239
2020-10-20,528.14,533.78,522.26,525.42,525.419983,10047175,10047200,-2.72,-0.51501,520.17,"October 20, 20",-0.0051501
2020-10-19,537.07,541.8,525.38,530.72,530.719971,7567506,7567500,-6.35,-1.18,533.58,"October 19, 20",-0.0118
2020-10-16,549.5,554.33,530.03,530.79,530.789978,6347363,6347400,-18.71,-3.4,540.07,"October 16, 20",-0.034
2020-10-15,545.52,551.22,535.1,541.94,541.940002,5110576,5113100,-3.58,-0.65625,541.15,"October 15, 20",-0.0065625
2020-10-14,562.61,572.49,541.0,541.45,541.450012,9510081,9499000,-21.16,-3.76,553.75,"October 14, 20",-0.0376
2020-10-13,540.56,557.65,537.2,554.09,554.090027,5602498,5602500,13.53,2.5,550.0,"October 13, 20",0.025
2020-10-12,548.81,551.81,538.24,539.81,539.809998,5391074,5391100,-9.0,-1.64,544.22,"October 12, 20",-0.0164
2020-10-09,537.8339,544.28,535.0,539.44,539.440002,4761259,4781300,1.6061,0.29862,539.02,"October 09, 20",0.0029862
2020-10-08,533.48,535.0,524.15,531.79,531.789978,5386238,5386500,-1.69,-0.31679,529.42,"October 08, 20",-0.0031679
2020-10-07,518.0,536.49,515.815,534.66,534.659973,7988683,7988700,16.66,3.22,530.18,"October 07, 20",0.0322
2020-10-06,518.72,521.82,504.16,505.87,505.869995,4199034,4199000,-12.85,-2.48,511.18,"October 06, 20",-0.0248
2020-10-05,506.8,520.99,501.6997,520.65,520.650024,4088069,4088100,13.85,2.73,514.66,"October 05, 20",0.0273
2020-10-02,516.43,526.3714,502.7,503.06,503.059998,6071165,6071200,-13.37,-2.59,512.79,"October 02, 20",-0.0259
2020-10-01,506.03,529.55,503.6,527.51,527.51001,8148905,8153700,21.48,4.24,517.03,"October 01, 20",0.0424
2020-09-30,492.57,504.63,489.2704,500.03,500.029999,4634111,4634100,7.46,1.51,499.46,"September 30, 20",0.0151
2020-09-29,489.5,496.2868,486.53,493.48,493.480011,3543193,3541500,3.98,0.81307,492.33,"September 29, 20",0.0081307
